futex,read,newfstatat,munmap,openat,mmap,lseek,close,getdents64,ioctl,brk,mprotect,clone3,rt_sigaction,getrandom,rseq,pread64,rt_sigprocmask,readlink,open,unlink,set_robust_list,write,prctl,sched_setaffinity,getcwd,sched_getaffinity,dup,sysinfo,sched_get_priority_max,clock_nanosleep,sched_get_priority_min,madvise,access,mbind,set_tid_address,prlimit64,getpid,socket,arch_prctl,fstat,bind,fcntl,gettid,execve,uname,epoll_create1,name,rename,mkdir,link,rmdir,unlinkat
81,3800,22557,110,3071,770,3314,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_lgaalves__gpt1_count.log,,,,,
81,4147,22557,231,3071,892,3502,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_KoboldAI__GPT-J-6B-Skein_count.log,,,,,
81,4350,22557,189,3071,850,3604,2014,482,1621,775,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_DataCanvas__Alaya-7B-Chat_count.log,,,,,
85,3969,22557,157,3071,818,3386,2014,482,1621,758,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_bigscience__bloom-1b1_count.log,,,,,
84,3659,22557,86,3071,746,3257,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_concedo__Pythia-70M-ChatSalad_count.log,,,,,
82,4042,22557,257,3071,917,3429,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_UnfilteredAI__DAN-Qwen3-1.7B_count.log,,,,,
82,4014,22557,230,3071,890,3436,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_princeton-nlp__Sheared-LLaMA-1.3B-ShareGPT_count.log,,,,,
81,3809,22557,122,3071,782,3338,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_gorkemgoknar__gpt2chatbotenglish_count.log,,,,,
81,3646,22557,93,3071,754,3252,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_PygmalionAI__pygmalion-2.7b_count.log,,,,,
82,4254,22557,218,3071,879,3567,2014,482,1621,766,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Norod78__hebrew-gpt_neo-xl_count.log,,,,,
81,4528,22557,353,3071,1014,3665,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ltg__deberta-xxlarge-fixed_count.log,,,,,
81,4254,22557,218,3071,879,3567,2014,482,1621,765,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__gpt-neo-1.3B_count.log,,,,,
84,3749,22557,145,3071,805,3305,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Xenova__llama2.c-stories110M_count.log,,,,,
82,3849,22557,162,3071,822,3348,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Salesforce__codegen-350M-mono_count.log,,,,,
82,4606,22557,254,3071,915,3731,2014,482,1621,777,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_akoksal__LongForm-OPT-6.7B_count.log,,,,,
82,3774,22557,86,3071,746,3309,2014,482,1621,798,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_facebook__opt-125m_count.log,,,,,
81,4011,22557,206,3071,867,3438,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_KoboldAI__fairseq-dense-355M_count.log,,,,,
84,4213,22557,182,3071,843,3538,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_AI-Sweden-Models__gpt-sw3-1.3b_count.log,,,,,
82,3828,22557,110,3071,770,3376,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_uer__gpt2-chinese-cluecorpussmall_count.log,,,,,
82,3804,22557,110,3071,770,3320,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_olm__olm-gpt2-latest_count.log,,,,,
81,5012,22557,334,3071,995,3934,2014,482,1621,954,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_fnlp__moss-moon-003-sft-plugin-int4_count.log,,,,,
81,3611,22557,73,3071,733,3239,2014,482,1621,749,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Langboat__mengzi-gpt-neo-base_count.log,,,,,
83,4610,22557,286,3071,947,3736,2014,482,1621,792,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Voicelab__trurl-2-7b-8bit_count.log,,,,,
81,3940,22557,172,3071,832,3380,2014,482,1621,793,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_mhenrichsen__context-aware-splitter-1b_count.log,,,,,
84,3949,22557,229,3071,890,3403,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_M4-ai__tau-0.5B-instruct_count.log,,,,,
82,4024,22557,253,3071,914,3471,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_razent__SciFive-base-Pubmed_count.log,,,,,
82,3576,22557,61,3071,722,3216,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Salesforce__codet5-large_count.log,,,,,
81,3578,22557,61,3071,721,3217,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_DAMO-NLP__SeqGPT-560M_count.log,,,,,
82,4357,22557,206,3071,867,3526,2014,482,1621,787,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_jerteh__gpt2-orao_count.log,,,,,
81,4257,22557,230,3071,891,3558,2014,482,1621,765,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_gmongaras__gpt-anime-sub-1.3B_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,763,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_liam168__chat-DialoGPT-small-zh_count.log,,,,,
82,3849,22557,162,3071,822,3348,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_CarperAI__diff-codegen-350m-v2_count.log,,,,,
82,4099,22557,158,3071,819,3424,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_rwl4__gpt2-medium-chat_count.log,,,,,
81,3745,22557,109,3071,769,3289,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_bigscience__distill-bloom-1b3_count.log,,,,,
83,3921,22557,142,3071,802,3350,2014,482,1621,758,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_PAIXAI__Astrid-1B_count.log,,,,,
82,4027,22557,244,3071,904,3431,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_acrastt__OmegLLaMA-3B_count.log,,,,,
81,3584,22557,62,3071,723,3221,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_microsoft__Florence-2-large_count.log,,,,,
82,3678,22557,85,3071,745,3263,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ai-guru__lakhclean_mmmtrack_4bars_d-2048_count.log,,,,,
82,4195,22557,314,3071,975,3509,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_IndexTeam__Index-1.9B-Character_count.log,,,,,
81,4099,22557,182,3071,843,3424,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_IlyaGusev__rugpt_medium_turbo_instructed_count.log,,,,,
81,3689,22557,61,3071,721,3276,2014,482,1621,790,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Abhishekcr448__Tiny-Hinglish-Chat-21M_count.log,,,,,
82,3955,22557,172,3071,832,3395,2014,482,1621,794,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_lgaalves__tinyllama-1.1b-chat-v0.3_platypus_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_huggingtweets__realdonaldtrump_count.log,,,,,
81,4156,22557,157,3071,818,3506,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__bling-falcon-1b-0.1_count.log,,,,,
81,4099,22557,158,3071,819,3424,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_inu-ai__alpaca-guanaco-japanese-gpt-1b_count.log,,,,,
82,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_flax-community__papuGaPT2_count.log,,,,,
82,3832,22557,110,3071,770,3385,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_mymusise__CPM-Generate-distill_count.log,,,,,
81,3823,22557,110,3071,770,3347,2014,482,1621,814,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_timinar__baby-llama-58m_count.log,,,,,
81,4104,22557,286,3071,947,3454,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__bling-sheared-llama-2.7b-0.1_count.log,,,,,
82,4203,22557,258,3071,919,3531,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_togethercomputer__GPT-JT-6B-v1_count.log,,,,,
85,3976,22557,182,3071,842,3404,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_cyberagent__open-calm-medium_count.log,,,,,
81,4200,22557,286,3071,947,3485,2014,482,1621,757,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__slim-extract_count.log,,,,,
81,4099,22557,158,3071,819,3424,2014,482,1621,773,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_egonrp__gpt2-medium-wikiwriter-squadv11-portuguese_count.log,,,,,
82,4211,22557,182,3071,843,3536,2014,482,1621,769,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_lambdalabs__pythia-1.4b-deduped-synthetic-instruct_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_robinhad__gpt2-uk-conversational_count.log,,,,,
82,6904,22557,382,3071,1044,4910,2014,482,1621,1103,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_GreenBitAI__LLaMA-7B-2bit_count.log,,,,,
84,4178,22557,227,3071,888,3517,2014,482,1621,764,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Salesforce__codegen-6B-nl_count.log,,,,,
81,4237,22557,342,3071,1003,3515,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_openbmb__MiniCPM-2B-dpo-bf16-llama-format_count.log,,,,,
83,4156,22557,286,3071,947,3506,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__dragon-mistral-7b-v0_count.log,,,,,
81,4388,22557,376,3071,1037,3584,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_mtgv__MobileVLM_V2-1.7B_count.log,,,,,
81,4158,22557,286,3071,947,3508,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_FuseAI__FuseChat-7B-VaRM_count.log,,,,,
82,4038,22557,157,3071,818,3386,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_bigscience__bloomz-1b7_count.log,,,,,
82,3580,22557,61,3071,721,3218,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Q-bert__Mamba-1B_count.log,,,,,
82,4099,22557,158,3071,819,3424,2014,482,1621,775,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_flax-community__gpt2-persian-question-answering_count.log,,,,,
81,3831,22557,110,3071,770,3383,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ml6team__gpt-2-small-conditional-quote-generator_count.log,,,,,
81,3829,22557,110,3071,770,3364,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_colorfulscoop__gpt2-small-ja_count.log,,,,,
81,3824,22557,145,3071,806,3323,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Tincando__fiction_story_generator_count.log,,,,,
81,3813,22557,134,3071,794,3328,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_akoksal__LongForm-OPT-125M_count.log,,,,,
82,4092,22557,182,3071,843,3417,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_EleutherAI__polyglot-ko-1.3b_count.log,,,,,
81,3804,22557,109,3071,769,3320,2014,482,1621,763,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_sander-wood__tunesformer_count.log,,,,,
81,3804,22557,110,3071,770,3320,2014,482,1621,762,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_huggingartists__drake_count.log,,,,,
81,3976,22557,216,3071,876,3416,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_TinyLlama__TinyLlama-1.1B-Chat-v0.2_count.log,,,,,
84,4099,22557,182,3071,843,3424,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_DeepPavlov__rudialogpt3_medium_based_on_gpt2_v2_count.log,,,,,
82,3804,22557,110,3071,770,3320,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_withU__kogpt2-emotion-chatbot_count.log,,,,,
85,4416,22557,222,3071,883,3637,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_nikitharao__catlm_count.log,,,,,
81,3949,22557,230,3071,891,3402,2014,482,1621,753,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_vilm__Quyen-SE-v0.1_count.log,,,,,
82,4425,22557,303,3071,964,3614,2014,482,1621,768,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_BUT-FIT__Czech-GPT-2-XL-133k_count.log,,,,,
81,4215,22557,209,3071,870,3483,2014,482,1621,767,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_rinna__japanese-gpt-neox-3.6b-instruction-ppo_count.log,,,,,
81,3586,22557,62,3071,722,3219,2014,482,1621,750,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_trl-internal-testing__tiny-random-LlamaForCausalLM_count.log,,,,,
84,4099,22557,158,3071,819,3424,2014,482,1621,773,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ericzhou__DialoGPT-Medium-Rick_v2_count.log,,,,,
81,3818,22557,62,3071,722,3345,2014,482,1621,861,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_RajuKandasamy__tamillama_tiny_30m_count.log,,,,,
81,3942,22557,172,3071,833,3382,2014,482,1621,795,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__slim-nli_count.log,,,,,
82,4027,22557,244,3071,904,3431,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Ketak-ZoomRx__Drug_Ollama_v3-2_count.log,,,,,
82,4027,22557,244,3071,905,3431,2014,482,1621,752,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_openlm-research__open_llama_3b_v2_count.log,,,,,
81,4086,22557,230,3071,891,3412,2014,482,1621,755,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_qnguyen3__quan-1.8b-chat_count.log,,,,,
82,4359,22557,206,3071,867,3528,2014,482,1621,785,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_ku-nlp__gpt2-large-japanese-char_count.log,,,,,
81,4185,22557,208,3071,869,3438,2014,482,1621,760,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_akoksal__LongForm-OPT-350M_count.log,,,,,
82,4043,22557,158,3071,819,3477,2014,482,1621,774,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_THUMT__mGPT_count.log,,,,,
81,4159,22557,286,3071,947,3509,2014,482,1621,756,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_QuixiAI__WizardLM-7B-Uncensored_count.log,,,,,
81,4156,22557,286,3071,947,3506,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_norallm__normistral-7b-scratch_count.log,,,,,
81,4156,22557,286,3071,947,3506,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_NousResearch__Nous-Hermes-llama-2-7b_count.log,,,,,
84,4350,22557,206,3071,867,3603,2014,482,1621,770,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_LangAGI-Lab__DOCTOR_count.log,,,,,
81,3778,22557,122,3071,782,3308,2014,482,1621,772,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Locutusque__TinyMistral-248M-Instruct_count.log,,,,,
82,3749,22557,97,3071,757,3305,2014,482,1621,797,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_nickypro__tinyllama-110M_count.log,,,,,
82,3942,22557,172,3071,832,3382,2014,482,1621,794,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_bilalRahib__TinyLLama-NSFW-Chatbot_count.log,,,,,
81,3578,22557,61,3071,721,3218,2014,482,1621,751,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Q-bert__Mamba-130M_count.log,,,,,
82,3584,22557,60,3071,721,3218,2014,482,1621,750,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_Heralax__philosophy-mistral_count.log,,,,,
82,4185,22557,206,3071,867,3438,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_theblackcat102__galactica-1.3b-conversation-finetuned_count.log,,,,,
83,4158,22557,286,3071,947,3508,2014,482,1621,754,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_McGill-NLP__Llama-3-8B-Web_count.log,,,,,
84,4185,22557,206,3071,867,3438,2014,482,1621,761,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_facebook__opt-iml-1.3b_count.log,,,,,
82,3942,22557,172,3071,833,3382,2014,482,1621,794,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_llmware__slim-sentiment_count.log,,,,,
81,4606,22557,254,3071,915,3731,2014,482,1621,777,198,4,67,11,5,23,18,11,4,1,5,2,1,6,9,6,3,2,4,5,4,5,1,4,1,2,17,1,2,3,1,1,1,1,4,1,strace_logs_KoboldAI__OPT-6.7B-Erebus_count.log,,,,,
