file_path,TUPLE3,REDUCE,SHORT_BINUNICODE,BUILD,NONE,EMPTY_LIST,BINFLOAT,LONG_BINPUT,SETITEM,APPENDS,BININT2,LONG1,MARK,MEMOIZE,BINGET,LONG_BINGET,BININT1,EMPTY_DICT,STACK_GLOBAL,SETITEMS,PROTO,BININT,TUPLE2,NEWFALSE,TUPLE,EMPTY_TUPLE,APPEND,NEWTRUE,GLOBAL,FRAME,BINPUT,TUPLE1,STOP,BINUNICODE,BINPERSID
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/gustavecortal__gpt-neo-2.7B-8bit/archive/data.pkl.trace.txt,0,1750,0,1,0,0,0,7465,489,0,1910,0,1814,0,4560,487,2300,489,0,2,1,290,388,874,1812,940,0,0,4,0,256,1232,1,2046,874
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ml6team__gpt-2-medium-conditional-quote-generator/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3027,297,0,757,0,732,0,1701,295,1026,297,0,2,1,171,198,341,730,391,0,0,4,0,256,388,1,982,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/MrBananaHuman__kogpt_6b_fp16/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3169,372,0,824,0,740,0,1701,370,1109,372,0,2,1,254,340,341,738,399,0,0,4,0,256,230,1,1057,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Macropodus__macbert4mdcspell_v2/pytorch_model/data.pkl.trace.txt,0,408,0,0,0,0,0,1583,0,0,485,0,409,0,813,1,409,1,0,1,1,76,154,204,408,204,0,0,3,0,256,254,1,611,204
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/IlyaGusev__rugpt_medium_turbo_instructed/pytorch_model/data.pkl.trace.txt,0,682,0,0,0,0,0,2770,0,0,757,0,731,0,1360,0,730,1,0,1,1,171,198,341,730,389,0,0,4,0,256,388,1,1023,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/RWKV__rwkv-5-world-1b5/pytorch_model/data.pkl.trace.txt,288,1068,0,0,0,0,0,3491,0,0,1238,0,1069,0,3196,0,969,1,0,1,1,989,484,534,1068,534,0,0,3,0,256,296,1,539,534
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/42dot__42dot_LLM-SFT-1.3B/pytorch_model/data.pkl.trace.txt,0,438,0,0,0,0,0,1502,0,0,608,0,439,0,1090,0,438,1,0,1,1,170,340,219,438,219,0,0,3,0,256,98,1,440,219
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/PeterBrendan__AdsGPT2/pytorch_model/data.pkl.trace.txt,0,298,0,0,0,0,0,1089,0,0,349,0,299,0,593,0,298,1,0,1,1,51,102,149,298,149,0,0,3,0,256,196,1,447,149
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/crumb__bloom-560m-RLHF-SD2-prompter/archive/data.pkl.trace.txt,0,588,0,0,0,0,0,2394,0,0,684,0,589,0,1173,0,588,1,0,1,1,100,196,294,588,294,0,0,3,0,256,392,1,882,294
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/AlexWortega__rugpt-neo-1.3b/pytorch_model/data.pkl.trace.txt,0,728,0,0,0,0,0,2615,0,0,850,0,777,0,1814,0,776,1,0,1,1,218,292,364,776,412,0,0,4,0,256,340,1,730,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__MiniCPM-1B-sft-bf16/pytorch_model/data.pkl.trace.txt,0,941,0,0,0,0,0,3510,0,0,1304,0,941,0,2346,0,940,0,0,1,1,366,730,470,940,471,0,0,3,0,256,210,1,942,470
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/KangarooGroup__kangaroo/pytorch_model/data.pkl.trace.txt,4,1710,0,0,0,0,0,6558,0,0,2057,0,1715,0,4270,32,1794,1,0,1,1,483,892,855,1714,855,0,0,3,0,256,810,1,1680,855
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/bigscience__bloom-petals/archive/data.pkl.trace.txt,0,10,0,0,0,0,0,0,0,0,10,1,11,0,20,0,10,1,0,1,1,1,2,5,10,5,0,0,3,0,46,8,1,12,5
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/heegyu__koalpaca-355m/archive/data.pkl.trace.txt,0,682,0,0,0,0,0,2431,0,0,757,0,731,0,1699,0,730,1,0,1,1,171,198,341,730,389,0,0,4,0,256,388,1,684,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/power-greg__super-fast-llm/archive/data.pkl.trace.txt,0,122,0,0,0,0,0,290,0,0,137,0,131,0,240,0,130,1,0,1,1,31,38,61,130,69,0,0,4,0,256,68,1,183,61
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/facebook__incoder-1B/archive/data.pkl.trace.txt,0,776,0,0,0,0,0,3240,0,0,922,0,777,0,1549,0,776,1,0,1,1,146,292,388,776,388,0,0,3,0,256,484,1,1164,388
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/KoboldAI__OPT-6.7B-Erebus/archive/data.pkl.trace.txt,0,1033,0,0,0,0,0,3879,0,0,1226,0,1033,0,2577,0,1032,0,0,1,1,194,388,516,1032,517,0,0,3,0,256,644,1,1035,516
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/winglian__Llama-2-3b-hf/pytorch_model/data.pkl.trace.txt,0,294,0,0,0,0,0,926,0,0,408,0,295,0,730,0,294,1,0,1,1,114,228,147,294,147,0,0,3,0,256,66,1,296,147
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/asi__igpt-fr-cased-base/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3367,297,0,755,0,732,0,1361,295,1026,297,0,2,1,173,198,341,730,391,0,0,4,0,256,388,1,1322,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/bigcode__santacoder/archive/data.pkl.trace.txt,0,778,0,0,0,0,0,2814,0,0,877,0,827,0,1940,0,826,1,0,1,1,195,246,389,826,437,0,0,4,0,256,436,1,779,389
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/nisten__Biggie-SmoLlm-0.15B-Base/pytorch_model/data.pkl.trace.txt,0,638,0,1,0,0,0,3246,498,0,813,0,638,0,1592,537,1203,498,0,2,1,247,494,318,636,320,0,0,3,0,256,142,1,1091,318
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/aspis__gpt2-genre-story-generation/archive/data.pkl.trace.txt,0,346,0,0,0,0,0,1282,0,0,385,0,371,0,688,0,370,1,0,1,1,87,102,173,370,197,0,0,4,0,256,196,1,519,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/RajuKandasamy__tamillama_tiny_30m/pytorch_model/data.pkl.trace.txt,0,326,0,0,0,0,0,1216,0,0,408,0,327,0,648,0,358,1,0,1,1,114,228,163,326,163,0,0,3,0,256,98,1,490,163
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/flyingfishinwater__chinese-baby-llama2/pytorch_model/data.pkl.trace.txt,0,222,0,0,0,0,0,638,0,0,308,0,223,0,550,0,222,1,0,1,1,86,172,111,222,111,0,0,3,0,256,50,1,224,111
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Locutusque__gpt2-large-medical/pytorch_model/data.pkl.trace.txt,0,874,0,0,0,0,0,3681,0,0,1021,0,875,0,1745,0,874,1,0,1,1,147,294,437,874,437,0,0,3,0,256,580,1,1311,437
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/xhyi__PT_GPTNEO350_ATG/archive/data.pkl.trace.txt,0,704,0,0,0,0,0,2519,0,0,814,0,729,0,1754,0,728,1,0,1,1,182,292,352,728,400,0,0,4,0,256,340,1,706,352
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/DaertML__phi-1_5-nf4-8bit-doublequant-BNB/pytorch_model/data.pkl.trace.txt,0,730,0,0,0,0,0,3036,0,0,780,0,731,0,1454,0,778,1,0,1,1,98,196,365,730,365,0,0,5,0,256,534,1,1096,365
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/FredZhang7__distilgpt2-stable-diffusion-v2/archive/data.pkl.trace.txt,0,178,0,0,0,0,0,538,0,0,199,0,191,0,352,0,190,1,0,1,1,45,54,89,190,101,0,0,4,0,256,100,1,267,89
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/KoboldAI__GPT-Neo-2.7B-AID/archive/data.pkl.trace.txt,0,936,0,0,0,0,0,3898,0,0,856,503,969,0,1867,0,549,1,0,1,1,384,388,468,968,532,0,0,4,0,256,452,1,1405,468
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/bytedance-research__pasa-7b-selector/pytorch_model/data.pkl.trace.txt,0,678,0,0,0,0,0,2124,0,0,733,595,679,0,2028,0,340,1,0,1,1,84,396,339,678,339,0,0,3,0,256,282,1,342,339
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/uer__gpt2-chinese-poem/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1419,153,0,385,0,372,0,861,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,502,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Locutusque__TinyMistral-248M/pytorch_model/data.pkl.trace.txt,0,222,0,0,0,0,0,748,0,0,308,0,223,0,440,0,222,1,0,1,1,86,172,111,222,111,0,0,3,0,256,50,1,334,111
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/IlyaGusev__rugpt3medium_sum_gazeta/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3366,297,0,757,0,732,0,1362,295,1026,297,0,2,1,171,198,341,730,391,0,0,4,0,256,388,1,1321,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/RUCAIBox__Erya4FT/archive/data.pkl.trace.txt,0,515,0,0,0,0,0,1807,0,0,615,0,515,0,1280,0,517,0,0,1,1,98,202,257,514,258,0,0,4,0,256,312,1,516,257
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/akoksal__LongForm-OPT-6.7B/pytorch_model/data.pkl.trace.txt,0,1033,0,0,0,0,0,3879,0,0,1226,0,1033,0,2577,0,1032,0,0,1,1,194,388,516,1032,517,0,0,3,0,256,644,1,1035,516
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/wbrown__cassandra-6.9b/pytorch_model/data.pkl.trace.txt,0,969,0,0,0,0,0,3559,0,0,1002,0,1033,0,2415,0,1096,0,0,1,1,226,260,484,1032,549,0,0,4,0,256,580,1,970,484
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/RWKV__v6-Finch-1B6-HF/pytorch_model/data.pkl.trace.txt,480,1356,0,0,0,0,0,4499,0,0,1569,0,1357,0,4060,0,1353,1,0,1,1,1330,580,678,1356,678,0,0,3,0,256,296,1,683,678
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/TsinghuaAI__CPM-Generate/archive/data.pkl.trace.txt,0,908,0,1,0,0,0,4099,393,0,1005,0,972,0,2261,391,1362,393,0,2,1,227,262,453,970,519,0,0,4,0,256,516,1,1302,453
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/sdadas__polish-gpt2-large/pytorch_model/data.pkl.trace.txt,0,1018,0,0,0,0,0,3750,0,0,1129,0,1091,0,2540,0,1090,1,0,1,1,255,294,509,1090,581,0,0,4,0,256,580,1,1019,509
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/heegyu__polyglot-ko-1.3b-chat/pytorch_model/data.pkl.trace.txt,0,632,0,0,0,0,0,2279,0,0,682,0,633,0,1574,0,680,1,0,1,1,98,196,316,632,316,0,0,4,0,256,436,1,634,316
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/llmware__dragon-mistral-7b-v0/pytorch_model/data.pkl.trace.txt,0,584,0,1,0,0,0,3280,455,0,808,0,584,0,1162,453,1036,455,0,2,1,226,452,291,582,293,0,0,3,0,256,130,1,1330,291
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/pansophic__rocket-3B/pytorch_model/data.pkl.trace.txt,0,712,0,0,0,0,0,2598,0,0,938,0,713,0,1775,0,712,1,0,1,1,226,452,0,712,356,0,356,3,0,256,260,1,714,356
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ross-dev__sexyGPT-Uncensored/pytorch_model/data.pkl.trace.txt,0,300,0,1,0,0,0,1421,165,0,349,0,300,0,595,163,462,165,0,2,1,51,102,149,298,151,0,0,3,0,256,196,1,613,149
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/liyuesen__druggpt/pytorch_model/data.pkl.trace.txt,0,346,0,0,0,0,0,1110,0,0,385,0,371,0,860,0,370,1,0,1,1,87,102,173,370,197,0,0,4,0,256,196,1,347,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/postbot__gpt-neo-1.3B-emailgen/archive/data.pkl.trace.txt,0,728,0,0,0,0,0,2978,0,0,850,0,777,0,1451,0,776,1,0,1,1,218,292,364,776,412,0,0,4,0,256,340,1,1093,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/EleutherAI__pythia-1.4b-v0/archive/data.pkl.trace.txt,0,728,0,0,0,0,0,2978,0,0,754,0,777,0,1451,0,824,1,0,1,1,170,196,364,776,412,0,0,4,0,256,436,1,1093,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/concedo__koboldcpp/archive/data.pkl.trace.txt,0,42,0,0,0,0,0,0,0,0,4,0,43,0,81,0,96,1,0,1,1,2,18,21,42,21,0,0,3,0,193,24,1,63,21
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/winglian__basilisk-4b/pytorch_model/data.pkl.trace.txt,0,294,0,0,0,0,0,926,0,0,408,0,295,0,730,0,294,1,0,1,1,114,228,147,294,147,0,0,3,0,256,66,1,296,147
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/llmware__slim-topics/pytorch_model/data.pkl.trace.txt,0,404,0,1,0,0,0,2190,315,0,558,0,404,0,802,313,716,315,0,2,1,156,312,201,402,203,0,0,3,0,256,90,1,920,201
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/TurkuNLP__gpt3-finnish-xl/pytorch_model/data.pkl.trace.txt,0,588,0,1,0,0,0,2636,270,0,682,0,588,0,1462,268,855,270,0,2,1,98,194,293,586,295,0,0,3,0,256,392,1,859,293
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/bigscience__bloomz-3b/archive/data.pkl.trace.txt,0,732,0,1,0,0,0,3344,336,0,850,0,732,0,1822,334,1065,336,0,2,1,122,242,365,730,367,0,0,3,0,256,488,1,1069,365
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/vilm__Quyen-Mini-v0.1/pytorch_model/data.pkl.trace.txt,0,582,0,0,0,0,0,2368,0,0,750,0,583,0,1160,0,582,1,0,1,1,172,340,291,582,291,0,0,3,0,256,242,1,874,291
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/tupleblog__generate-thai-lyrics/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1591,153,0,385,0,372,0,689,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,674,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/facebook__galactica-1.3b/pytorch_model/data.pkl.trace.txt,0,778,0,0,0,0,0,2861,0,0,925,0,779,0,1941,0,778,1,0,1,1,147,294,389,778,389,0,0,3,0,256,484,1,779,389
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/arun-shankar__GPT-2-covid-news-articles/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1614,165,0,385,0,372,0,690,163,534,165,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,685,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Salesforce__codegen-6B-nl/archive/data.pkl.trace.txt,0,604,0,0,0,0,0,2167,0,0,771,0,671,0,1504,0,670,1,0,1,1,233,268,302,670,302,0,0,4,0,256,270,1,606,302
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/MBZUAI__LaMini-Cerebras-256M/pytorch_model/data.pkl.trace.txt,0,402,0,0,0,0,0,1330,0,0,447,0,431,0,1000,0,430,1,0,1,1,101,118,201,430,229,0,0,4,0,256,228,1,403,201
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/huggingtweets__interiordesign/archive/data.pkl.trace.txt,0,346,0,0,0,0,0,1282,0,0,385,0,371,0,688,0,370,1,0,1,1,87,102,173,370,197,0,0,4,0,256,196,1,519,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/jslin09__bloom-560m-finetuned-fraud/pytorch_model/data.pkl.trace.txt,0,588,0,0,0,0,0,2101,0,0,684,0,589,0,1466,0,588,1,0,1,1,100,196,294,588,294,0,0,3,0,256,392,1,589,294
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/uer__gpt2-xlarge-chinese-cluecorpussmall/archive/data.pkl.trace.txt,0,1257,0,0,0,0,0,4293,0,0,1181,0,1353,0,3619,0,869,0,0,1,1,1138,388,48,1352,629,0,580,3,0,256,772,1,777,628
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/riotu-lab__ArabianGPT-03B/pytorch_model/data.pkl.trace.txt,0,682,0,0,0,0,0,2770,0,0,757,0,731,0,1360,0,730,1,0,1,1,171,198,341,730,389,0,0,4,0,256,388,1,1023,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/bigscience__bloom-1b1/archive/data.pkl.trace.txt,0,588,0,1,0,0,0,2684,294,0,682,0,588,0,1462,292,879,294,0,2,1,98,194,293,586,295,0,0,3,0,256,392,1,883,293
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/egonrp__gpt2-wikiwriter-medium-portuguese/pytorch_model/data.pkl.trace.txt,0,682,0,1,0,0,0,3063,319,0,754,0,730,0,1696,317,1046,319,0,2,1,170,196,340,728,390,0,0,4,0,256,388,1,1002,340
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/EleutherAI__pythia-160m-v0/archive/data.pkl.trace.txt,0,368,0,0,0,0,0,1382,0,0,382,0,393,0,731,0,416,1,0,1,1,86,100,184,392,208,0,0,4,0,256,220,1,553,184
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/jploski__retnet-mini-shakespeare/pytorch_model/data.pkl.trace.txt,0,212,0,0,0,0,0,702,0,0,106,0,213,0,421,0,392,1,0,1,1,10,84,106,212,106,0,0,3,0,256,128,1,318,106
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Graphcore__gpt2-wikitext-103/archive/data.pkl.trace.txt,0,347,0,0,0,0,0,1110,0,0,385,0,371,0,861,0,370,0,0,1,1,87,102,173,370,198,0,0,4,0,256,196,1,347,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/tyang816__MedChatZH/pytorch_model/data.pkl.trace.txt,0,518,0,0,0,0,0,1854,0,0,551,388,519,0,1258,0,356,1,0,1,1,65,324,259,518,259,0,0,3,0,256,194,1,552,259
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/GeneZC__MiniMA-2-3B/pytorch_model/data.pkl.trace.txt,0,488,0,1,0,0,0,2407,343,0,580,214,488,0,1187,341,659,343,0,2,1,201,340,243,486,245,0,0,3,0,256,146,1,857,243
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/jploski__falcon-mini-shakespeare/pytorch_model/data.pkl.trace.txt,0,104,0,0,0,0,0,216,0,0,42,0,105,0,205,0,216,1,0,1,1,18,68,52,104,52,0,0,3,0,256,36,1,156,52
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__cpm-bee-1b/archive/data.pkl.trace.txt,0,390,0,1,0,0,0,2190,443,0,536,0,390,0,967,441,832,443,0,2,1,150,300,194,388,196,0,0,3,0,256,88,1,834,194
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/KandirResearch__CiSiMi-v0.1/pytorch_model/data.pkl.trace.txt,0,580,0,0,0,0,0,2359,0,0,604,0,581,0,1156,0,724,1,0,1,1,170,338,290,580,290,0,0,3,0,256,242,1,871,290
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__MiniCPM-2B-dpo-bf16-llama-format/pytorch_model/data.pkl.trace.txt,0,727,0,0,0,0,0,2654,0,0,1006,0,727,0,1811,0,726,0,0,1,1,284,564,363,726,364,0,0,3,0,256,162,1,728,363
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ajibawa-2023__Scarlett-Phi/pytorch_model/data.pkl.trace.txt,0,538,0,0,0,0,0,1904,0,0,441,0,539,0,1338,0,342,1,0,1,1,489,196,269,538,269,0,0,4,0,256,342,1,541,269
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/CarperAI__diff-codegen-2b-v2/pytorch_model/data.pkl.trace.txt,0,587,0,0,0,0,0,2095,0,0,748,0,651,0,1460,0,650,0,0,1,1,226,260,293,650,294,0,0,4,0,256,262,1,588,293
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Mercury7353__PyLlama3/pytorch_model/data.pkl.trace.txt,0,583,0,0,0,0,0,2078,0,0,806,0,583,0,1451,0,582,0,0,1,1,228,452,291,582,292,0,0,3,0,256,130,1,584,291
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/openbmb__MiniCPM4-8B-Eagle-vLLM/pytorch_model/data.pkl.trace.txt,0,30,0,0,0,0,0,0,0,0,37,0,31,0,58,0,28,1,0,1,1,15,20,15,30,15,0,0,3,0,138,10,1,44,15
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Abhishekcr448__Tiny-Hinglish-Chat-21M/pytorch_model/data.pkl.trace.txt,0,252,0,1,0,0,0,1029,139,0,293,0,252,0,623,137,388,139,0,2,1,43,86,125,250,127,0,0,3,0,256,164,1,391,125
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/SecurityXuanwuLab__HaS-820m/pytorch_model/data.pkl.trace.txt,0,588,0,0,0,0,0,2101,0,0,686,0,589,0,1466,0,588,1,0,1,1,98,196,294,588,294,0,0,3,0,256,392,1,589,294
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/NovelAI__calliope-legacy/archive/data.pkl.trace.txt,0,936,0,0,0,0,0,3431,0,0,1082,0,969,0,2334,0,968,1,0,1,1,242,388,468,968,532,0,0,4,0,256,452,1,938,468
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/thesephist__contra-bottleneck-t5-large-wikipedia/pytorch_model/data.pkl.trace.txt,0,1080,0,0,0,0,0,4607,0,0,1491,0,1081,0,2157,1,1088,1,0,1,1,415,834,540,1080,540,0,0,3,0,256,246,1,1619,540
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/stabilityai__stablecode-completion-alpha-3b/pytorch_model/data.pkl.trace.txt,0,968,0,0,0,0,0,3559,0,0,1002,0,1033,0,2414,0,1096,1,0,1,1,226,260,484,1032,548,0,0,4,0,256,580,1,970,484
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/inu-ai__dolly-japanese-gpt-1b/pytorch_model/data.pkl.trace.txt,0,682,0,0,0,0,0,2770,0,0,757,0,731,0,1360,0,730,1,0,1,1,171,198,341,730,389,0,0,4,0,256,388,1,1023,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/TristanBehrens__js-fakes-4bars/archive/data.pkl.trace.txt,0,180,0,1,0,0,0,702,81,0,199,0,192,0,354,79,272,81,0,2,1,43,54,89,190,103,0,0,4,0,256,100,1,349,89
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/cerebras__btlm-3b-8k-base/pytorch_model/data.pkl.trace.txt,0,906,0,0,0,0,0,3373,0,0,1066,0,907,0,2261,0,910,1,0,1,1,162,326,453,906,453,0,0,3,0,256,580,1,907,453
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/cyberagent__open-calm-large/pytorch_model/data.pkl.trace.txt,0,728,0,0,0,0,0,2616,0,0,754,0,777,0,1813,0,824,1,0,1,1,170,196,364,776,412,0,0,5,0,256,436,1,730,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/NumbersStation__nsql-350M/pytorch_model/data.pkl.trace.txt,0,370,0,0,0,0,0,1231,0,0,472,0,411,0,919,0,410,1,0,1,1,142,164,185,410,185,0,0,4,0,256,166,1,372,185
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/cerebras__btlm-3b-8k-chat/pytorch_model/data.pkl.trace.txt,0,906,0,0,0,0,0,3373,0,0,1066,0,907,0,2261,0,910,1,0,1,1,162,326,453,906,453,0,0,3,0,256,580,1,907,453
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/yellowback__gpt-neo-japanese-1.3B/archive/data.pkl.trace.txt,0,730,0,1,0,0,0,3355,369,0,850,0,778,0,1816,367,1144,369,0,2,1,218,292,364,776,414,0,0,4,0,256,340,1,1100,364
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/ai-forever__mGPT-1.3B-armenian/archive/data.pkl.trace.txt,0,684,0,1,0,0,0,3026,297,0,755,0,732,0,1702,295,1026,297,0,2,1,173,198,341,730,391,0,0,4,0,256,388,1,981,341
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/Fredithefish__CrimsonPajama/pytorch_model/data.pkl.trace.txt,0,968,0,0,0,0,0,3560,0,0,1002,0,1033,0,2413,0,1096,1,0,1,1,226,260,484,1032,548,0,0,5,0,256,580,1,970,484
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/flax-community__dansk-gpt-wiki/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1418,153,0,385,0,372,0,862,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,501,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/substratusai__llama-2-7b-weaviate-gorilla/pytorch_model/data.pkl.trace.txt,0,1030,0,0,0,0,0,4386,0,0,1256,0,1031,0,2054,0,1030,1,0,1,1,226,452,515,1030,515,0,0,5,0,256,578,1,1546,515
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/llmware__bling-red-pajamas-3b-0.1/pytorch_model/data.pkl.trace.txt,0,842,0,1,0,0,0,4444,456,0,906,0,842,0,1677,454,1359,456,0,2,1,130,260,420,840,422,0,0,4,0,256,580,1,1718,420
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/HooshvareLab__gpt2-fa/archive/data.pkl.trace.txt,0,348,0,1,0,0,0,1591,153,0,385,0,372,0,689,151,522,153,0,2,1,87,102,173,370,199,0,0,4,0,256,196,1,674,173
/mnt/The_Second_Drive/Security/ML_Research/downloaded_hf/text-generation/NovaSearch__stella_en_1.5B_v5/pytorch_model/data.pkl.trace.txt,0,678,0,1,0,0,0,3607,407,0,872,0,678,0,1350,405,1082,407,0,2,1,198,394,338,676,340,0,0,3,0,256,282,1,1423,338
