name,likes,downloads
ali2066/finetuned_sentence_itr0_1e-05_all_01_03_2022-13_25_32,0,1
ali2066/finetuned_sentence_itr0_2e-05_all_01_03_2022-02_53_51,0,1
ali2066/finetuned_sentence_itr0_2e-05_all_01_03_2022-05_32_03,0,1
ali2066/finetuned_sentence_itr0_2e-05_all_01_03_2022-13_11_55,0,2
ali2066/finetuned_sentence_itr0_2e-05_all_26_02_2022-03_57_45,0,2
ali2066/finetuned_sentence_itr0_2e-05_all_27_02_2022-17_27_47,0,2
ali2066/finetuned_sentence_itr0_2e-05_all_27_02_2022-19_05_42,0,2
ali2066/finetuned_sentence_itr0_2e-05_all_27_02_2022-22_25_09,0,2
ali2066/finetuned_sentence_itr0_2e-05_editorials_27_02_2022-19_38_42,0,2
ali2066/finetuned_sentence_itr0_2e-05_essays_01_03_2022-13_20_40,0,2
ali2066/finetuned_sentence_itr0_2e-05_essays_27_02_2022-19_30_22,0,1
ali2066/finetuned_sentence_itr0_2e-05_webDiscourse_01_03_2022-13_17_55,0,2
ali2066/finetuned_sentence_itr0_2e-05_webDiscourse_27_02_2022-18_51_55,0,2
ali2066/finetuned_sentence_itr0_2e-05_webDiscourse_27_02_2022-19_22_29,0,2
ali2066/finetuned_sentence_itr0_3e-05_all_27_02_2022-18_23_48,0,3
ali2066/finetuned_sentence_itr0_3e-05_all_27_02_2022-19_16_53,0,1
ali2066/finetuned_sentence_itr0_3e-05_all_27_02_2022-22_36_26,0,2
ali2066/finetuned_sentence_itr0_3e-05_editorials_27_02_2022-19_46_22,0,2
ali2066/finetuned_sentence_itr0_3e-05_essays_27_02_2022-19_35_56,0,1
ali2066/finetuned_sentence_itr0_3e-05_webDiscourse_27_02_2022-19_27_41,0,2
ali2066/finetuned_sentence_itr1_0.0002_all_27_02_2022-18_01_22,0,2
ali2066/finetuned_sentence_itr1_2e-05_all_26_02_2022-04_03_26,0,2
ali2066/finetuned_sentence_itr1_2e-05_all_27_02_2022-17_33_22,0,2
ali2066/finetuned_sentence_itr1_2e-05_webDiscourse_27_02_2022-18_54_09,0,1
ali2066/finetuned_sentence_itr1_3e-05_all_27_02_2022-18_29_24,0,2
ali2066/finetuned_sentence_itr2_0.0002_all_27_02_2022-18_06_59,0,1
ali2066/finetuned_sentence_itr2_2e-05_all_26_02_2022-04_09_01,0,3
ali2066/finetuned_sentence_itr2_2e-05_all_27_02_2022-17_38_58,0,1
ali2066/finetuned_sentence_itr2_2e-05_webDiscourse_27_02_2022-18_56_32,0,2
ali2066/finetuned_sentence_itr2_3e-05_all_27_02_2022-18_35_02,0,1
ali2066/finetuned_sentence_itr3_0.0002_all_27_02_2022-18_12_34,0,1
ali2066/finetuned_sentence_itr3_2e-05_all_26_02_2022-04_14_37,0,2
ali2066/finetuned_sentence_itr3_2e-05_all_27_02_2022-17_44_32,0,2
ali2066/finetuned_sentence_itr3_2e-05_webDiscourse_27_02_2022-18_59_05,0,2
ali2066/finetuned_sentence_itr3_3e-05_all_27_02_2022-18_40_40,0,1
ali2066/finetuned_sentence_itr4_0.0002_all_27_02_2022-18_18_11,0,2
ali2066/finetuned_sentence_itr4_2e-05_all_26_02_2022-04_20_09,0,1
ali2066/finetuned_sentence_itr4_2e-05_all_27_02_2022-17_50_05,0,2
ali2066/finetuned_sentence_itr4_2e-05_webDiscourse_27_02_2022-19_01_41,0,2
ali2066/finetuned_sentence_itr4_3e-05_all_27_02_2022-18_46_19,0,2
ali2066/finetuned_sentence_itr5_2e-05_all_26_02_2022-04_25_39,0,2
ali2066/finetuned_sentence_itr6_2e-05_all_26_02_2022-04_31_13,0,2
ali2066/finetuned_sentence_itr7_2e-05_all_26_02_2022-04_36_45,0,2
ali2066/twitter-roberta-base_sentence_itr0_1e-05_all_01_03_2022-13_38_07,0,1
ali2066/twitter_RoBERTa_base_sentence_itr0_1e-05_all_01_03_2022-13_53_11,0,1
alk/distilbert-base-uncased-finetuned-emotion,0,1
alperiox/autonlp-user-review-classification-536415182,0,1
alvp/alberti-stanzas,0,4
amansolanki/autonlp-Tweet-Sentiment-Extraction-20114061,0,3
amazon-sagemaker-community/xlm-roberta-en-ru-emoji-v2,0,18
amyma21/sincere_question_classification,0,2
andi611/distilbert-base-uncased-qa-boolq,0,2
anditya/xlm-roberta-base-finetuned-marc-en,0,3
andrewlitv/distilbert-base-uncased-finetuned-cola,0,7
anel/autonlp-cml-412010597,0,2
anelnurkayeva/autonlp-covid-432211280,0,2
anindabitm/sagemaker-distilbert-emotion,0,3
anirudh21/albert-base-v2-finetuned-rte,0,7
anirudh21/albert-base-v2-finetuned-wnli,0,4
anirudh21/albert-large-v2-finetuned-cola,0,2
anirudh21/albert-large-v2-finetuned-mnli,0,2
anirudh21/albert-large-v2-finetuned-mrpc,0,3
anirudh21/albert-large-v2-finetuned-qnli,0,2
anirudh21/albert-large-v2-finetuned-qqp,0,1
anirudh21/albert-large-v2-finetuned-rte,0,3
anirudh21/albert-large-v2-finetuned-sst2,0,2
anirudh21/albert-large-v2-finetuned-wnli,0,1
anirudh21/albert-xlarge-v2-finetuned-mrpc,0,4
anirudh21/albert-xlarge-v2-finetuned-wnli,0,3
anirudh21/albert-xxlarge-v2-finetuned-wnli,0,6
anirudh21/bert-base-uncased-finetuned-cola,0,8
anirudh21/bert-base-uncased-finetuned-qnli,0,2
anirudh21/bert-base-uncased-finetuned-rte,0,2
anirudh21/bert-base-uncased-finetuned-wnli,0,2
anirudh21/distilbert-base-uncased-finetuned-cola,0,3
anirudh21/distilbert-base-uncased-finetuned-mrpc,0,5
anirudh21/distilbert-base-uncased-finetuned-qnli,0,4
anirudh21/distilbert-base-uncased-finetuned-rte,0,5
anirudh21/distilbert-base-uncased-finetuned-sst2,0,4
anirudh21/distilbert-base-uncased-finetuned-wnli,0,3
anirudh21/electra-base-discriminator-finetuned-rte,0,5
anirudh21/electra-base-discriminator-finetuned-wnli,0,6
anirudh21/xlnet-base-cased-finetuned-rte,0,4
anirudh21/xlnet-base-cased-finetuned-wnli,0,5
annafavaro/bert-base-uncased-finetuned-addresso,0,7
annafavaro/distilbert-base-uncased-finetuned-cola,0,3
anthonymirand/haha_2019_adaptation_task,0,1
anthonymirand/haha_2019_primary_task,0,1
any0019/text_style_classifier,0,4
arianpasquali/distilbert-base-uncased-finetuned-clinc,0,3
aristotletan/roberta-base-finetuned-sst2,0,1
aristotletan/sc-distilbert,0,3
aristotletan/scim-distillbert,0,1
aristotletan/scim-distilroberta,0,3
arjunth2001/priv_ftc,0,1
arjuntheprogrammer/distilbert-base-multilingual-cased-sentiment-2,0,3
asalics/distilbert-base-uncased-finetuned-emotion,0,3
ashish-chouhan/xlm-roberta-base-finetuned-marc,0,1
ashraq/dv-electra-small-news-classification,0,2
assemblyai/bert-large-uncased-sst2,0,779
assemblyai/distilbert-base-uncased-qqp,0,6
astarostap/autonlp-antisemitism-2-21194454,0,11
astarostap/distilbert-cased-antisemitic-tweets,0,3
athar/distilbert-base-uncased-finetuned-cola,0,3
aubmindlab/aragpt2-mega-detector-long,0,13
auychai/distilbert-base-uncased-finetuned-emotion,0,2
aviator-neural/bert-base-uncased-sst2,0,2
avichr/hebEMO_anger,0,450
avichr/hebEMO_anticipation,0,396
avichr/hebEMO_disgust,0,444
avichr/hebEMO_joy,0,460
avichr/hebEMO_surprise,0,442
avichr/hebEMO_trust,0,401
avneet/distilbert-base-uncased-finetuned-cola,0,2
avneet/distilbert-base-uncased-finetuned-sst2,0,2
ayameRushia/indobert-base-uncased-finetuned-indonlu-smsa,0,10
ayameRushia/roberta-base-indonesian-sentiment-analysis-smsa,0,9
aychang/bert-base-cased-trec-coarse,0,26
aypan17/roberta-base-imdb,0,1
banjtheman/distilbert-base-uncased-helpful-amazon,0,3
banri/distilbert-base-uncased-finetuned-cola,0,4
batterydata/batterybert-cased-abstract,0,3
batterydata/batterybert-uncased-abstract,0,3
batterydata/batteryonlybert-cased-abstract,0,1
batterydata/batteryonlybert-uncased-abstract,0,2
batterydata/batteryscibert-cased-abstract,0,3
batterydata/batteryscibert-uncased-abstract,0,4
batterydata/bert-base-cased-abstract,0,6
batterydata/bert-base-uncased-abstract,0,3
begar/xlm-roberta-base-finetuned-marc,0,6
pixelsandpointers/bert-base-uncased-dailydialog-turn-classifier,0,6
pixelsandpointers/bert-base-uncased-empatheticdialogues-sentiment-classifier,0,1
pixelsandpointers/bert-base-uncased-next-turn-classifier,0,1
pixelsandpointers/bert-base-uncased-sentiment-classifier,0,2
pixelsandpointers/distilbert-base-uncased-empatheticdialogues-sentiment-classifier,0,1
pixelsandpointers/distilbert-base-uncased-next-turn-classifier,0,1
pixelsandpointers/distilbert-dailydialog-turn-classifier,0,2
beomi/beep-KR-Medium-hate,0,3
beomi/beep-KcELECTRA-base-bias,0,3
beomi/beep-kcbert-base-bias,0,1
beomi/beep-kcbert-base-hate,0,8
beomi/beep-klue-roberta-base-bias,0,1
beomi/beep-klue-roberta-base-hate,0,1
beomi/beep-koelectra-base-v3-discriminator-bias,0,1
beomi/beep-koelectra-base-v3-discriminator-hate,0,3
beomi/distilbert-base-uncased-finetuned-cola,0,4
beomi/korean-hatespeech-classifier,0,74
beomi/korean-lgbt-hatespeech-classifier,0,1
bergum/xtremedistil-l6-h384-emotion,0,5
berkergurcay/10k-pretrained-bert-model,0,1
berkergurcay/1k-fineutuned-bert-model,0,1
berkergurcay/1k-pretrained-bert-model,0,1
berkergurcay/finetuned-bert-base-uncased,0,1
berkergurcay/finetuned-roberta,0,3
bestvater/distilbert-kav-stance,0,1
bgoel4132/tweet-disaster-classifier,0,3
bgoel4132/twitter-sentiment,0,3
bhadresh-savani/distilbert-base-uncased-go-emotion,0,30
bierus/distilbert_bookreviews,0,1
bioformers/bioformer-8L-mnli,0,13
bioformers/bioformer-8L-qnli,0,5
bitmorse/autonlp-ks-530615016,0,1
bitsanlp/distilbert-base-uncased-finetuned-emotion,0,1
biu-nlp/superpal,0,21
blackbird/alberta-base-mnli-v1,0,4
blackbird/bert-base-uncased-MNLI-v1,0,7
blinjrm/finsent,0,1
blizrys/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext-finetuned-pubmedqa-1,0,3
blizrys/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext-finetuned-pubmedqa-2,0,1
blizrys/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext-finetuned-pubmedqa,0,2
blizrys/biobert-base-cased-v1.1-finetuned-pubmedqa,0,4
blizrys/distilbert-base-uncased-finetuned-cola,0,3
blizrys/distilbert-base-uncased-finetuned-mnli,0,8
bob1966/distilbert-base-uncased-finetuned-cola,0,1
boronbrown48/1_model_topic_classification_v2,0,2
boronbrown48/1_topic_classification,0,1
boronbrown48/sentiment_neutral_from_other_v2,0,1
boronbrown48/sentiment_others_v1,0,1
boronbrown48/topic_generalFromOther_v1,0,1
boronbrown48/topic_otherTopics_v1,0,1
boronbrown48/topic_otherTopics_v2,0,0
boronbrown48/wangchanberta-sentiment-504-v3,0,3
boronbrown48/wangchanberta-sentiment-504-v4,0,1
boronbrown48/wangchanberta-sentiment-v2,0,1
boronbrown48/wangchanberta-topic-classification,0,1
bowipawan/bert-sentimental,0,5
bshlgrs/autonlp-classification-9522090,0,2
bshlgrs/autonlp-classification_with_all_labellers-9532137,0,3
bshlgrs/autonlp-old-data-trained-10022181,0,3
burmaxwell/Bert_temp,0,0
caioamb/bert-base-uncased-finetuned-md-simpletransformers,0,3
caioamb/bert-base-uncased-finetuned-md,0,1
caioamb/distilbert-base-uncased-finetuned-cola,0,2
cambridgeltl/trans-encoder-cross-simcse-bert-base,0,9
cambridgeltl/trans-encoder-cross-simcse-bert-large,0,6
cambridgeltl/trans-encoder-cross-simcse-roberta-base,0,6
cardiffnlp/bertweet-base-emotion,0,8
cardiffnlp/bertweet-base-irony,0,7
cardiffnlp/bertweet-base-offensive,0,6
cardiffnlp/bertweet-base-sentiment,0,100
cardiffnlp/bertweet-base-stance-abortion,0,8
cardiffnlp/bertweet-base-stance-atheism,0,6
cardiffnlp/bertweet-base-stance-hillary,0,7
cardiffnlp/twitter-roberta-base-stance-abortion,0,27
cardiffnlp/twitter-roberta-base-stance-feminist,0,41
cardiffnlp/twitter-roberta-base-stance-hillary,0,17
carlosaguayo/distilbert-base-uncased-finetuned-emotion,0,4
castorini/monobert-large-msmarco-finetune-only,0,2771
cataremix15/distilbert-tiln-proj,0,1
cbrew475/mpnet-metric,0,0
celtics1863/env-bert-cls-chinese,0,6
celtics1863/env-bert-topic,0,10
cemdenizsel/10k-finetuned-bert-model,0,1
cemdenizsel/51k-finetuned-bert-model,0,1
cemdenizsel/51k-pretrained-bert-model,0,1
chisadi/nice-distilbert-v2,0,2
chisadi/nice-distilbert,0,1
chitra/finetune-paraphrase-model,0,1
chitra/finetuned-adversarial-paraphrase-model-test,0,2
chitra/finetuned-adversarial-paraphrase-model,0,2
chitra/finetuned-adversarial-paraphrase-modell,0,2
chitra/finetuned-adversarial-paraphrasing-detector,0,1
chitra/finetuned-adversial-paraphrase-model,0,1
choondrise/emolve,0,1
chrommium/bert-base-multilingual-cased-finetuned-news-headlines,0,2
chrommium/helper-model,0,1
chrommium/rubert-base-cased-sentence-finetuned-headlines_X,0,1
chrommium/rubert-base-cased-sentence-finetuned-sent_in_news_sents,0,2
chrommium/rubert-base-cased-sentence-finetuned-sent_in_ru,0,2
chrommium/sbert_large-finetuned-sent_in_news_sents,0,3
chrommium/sbert_large-finetuned-sent_in_news_sents_3lab,0,1
chrommium/two-step-finetuning-sbert,0,1
chrommium/xlm-roberta-large-finetuned-sent_in_news,0,4
classla/sloberta-frenk-hate,0,58
clem/autonlp-test3-2101779,0,1
clem/autonlp-test3-2101782,0,2
clem/autonlp-test3-2101787,0,1
cnu/distilbert-base-uncased-finetuned-cola,0,2
codesj/empathic-concern,0,1
coldfir3/distilbert-base-uncased-finetuned-emotion,0,7
conversify/response-score,0,1
cross-encoder/qnli-distilroberta-base,0,1359
csalamea/roberta-base-bne-finetuned-amazon_reviews_multi,0,2
csatapathy/interview-ratings-bert,0,1
cscottp27/distilbert-base-uncased-finetuned-emotion,0,1
d4niel92/xlm-roberta-base-finetuned-marc-en,0,2
damien-ir/kosentelectra-discriminator-v2-mixed,0,1
damlab/HIV_PR_resist,0,2
damlab/HIV_V3_Coreceptor,0,1
danwilbury/xlm-roberta-base-finetuned-marc-en,0,2
darkzara/results,0,1
daveccampbell/xlm-roberta-base-finetuned-marc-en,0,1
debjyoti007/new_doc_classifier,0,0
baikalai/dbert-eth2,0,0
baikalai/dbert-sentiment,0,3
devkushal75/medtextclassifier,0,2
dexhrestha/Nepali-DistilBERT,0,1
dhpollack/distilbert-dummy-sentiment,0,929
dhtocks/Topic-Classification,0,1
diegozs97/finetuned-chemprot-seed-0-1000k,0,1
diegozs97/finetuned-chemprot-seed-0-100k,0,1
diegozs97/finetuned-chemprot-seed-0-1500k,0,1
diegozs97/finetuned-chemprot-seed-0-1800k,0,1
diegozs97/finetuned-chemprot-seed-0-2000k,0,1
diegozs97/finetuned-chemprot-seed-0-200k,0,1
diegozs97/finetuned-chemprot-seed-0-20k,0,1
diegozs97/finetuned-chemprot-seed-0-400k,0,1
diegozs97/finetuned-chemprot-seed-0-60k,0,1
diegozs97/finetuned-chemprot-seed-0-700k,0,1
diegozs97/finetuned-chemprot-seed-1-0k,0,1
diegozs97/finetuned-chemprot-seed-1-1000k,0,1
diegozs97/finetuned-chemprot-seed-1-100k,0,1
diegozs97/finetuned-chemprot-seed-1-1500k,0,1
diegozs97/finetuned-chemprot-seed-1-1800k,0,1
diegozs97/finetuned-chemprot-seed-1-2000k,0,1
diegozs97/finetuned-chemprot-seed-1-200k,0,1
diegozs97/finetuned-chemprot-seed-1-20k,0,1
diegozs97/finetuned-chemprot-seed-1-400k,0,1
diegozs97/finetuned-chemprot-seed-1-60k,0,1
diegozs97/finetuned-chemprot-seed-1-700k,0,1
diegozs97/finetuned-chemprot-seed-2-0k,0,1
diegozs97/finetuned-chemprot-seed-2-1000k,0,1
diegozs97/finetuned-chemprot-seed-2-100k,0,1
diegozs97/finetuned-chemprot-seed-2-1500k,0,1
diegozs97/finetuned-chemprot-seed-2-1800k,0,1
diegozs97/finetuned-chemprot-seed-2-2000k,0,1
diegozs97/finetuned-chemprot-seed-2-200k,0,1
diegozs97/finetuned-chemprot-seed-2-20k,0,1
diegozs97/finetuned-chemprot-seed-2-400k,0,1
diegozs97/finetuned-chemprot-seed-2-60k,0,2
diegozs97/finetuned-chemprot-seed-2-700k,0,1
diegozs97/finetuned-chemprot-seed-3-0k,0,1
diegozs97/finetuned-chemprot-seed-3-1000k,0,1
diegozs97/finetuned-chemprot-seed-3-100k,0,1
diegozs97/finetuned-chemprot-seed-3-1500k,0,1
diegozs97/finetuned-chemprot-seed-3-1800k,0,1
diegozs97/finetuned-chemprot-seed-3-2000k,0,1
diegozs97/finetuned-chemprot-seed-3-200k,0,1
diegozs97/finetuned-chemprot-seed-3-20k,0,1
diegozs97/finetuned-chemprot-seed-3-400k,0,1
diegozs97/finetuned-chemprot-seed-3-60k,0,1
diegozs97/finetuned-chemprot-seed-3-700k,0,1
diegozs97/finetuned-chemprot-seed-4-0k,0,1
diegozs97/finetuned-chemprot-seed-4-1000k,0,1
diegozs97/finetuned-chemprot-seed-4-100k,0,1
diegozs97/finetuned-chemprot-seed-4-1500k,0,1
diegozs97/finetuned-chemprot-seed-4-1800k,0,1
diegozs97/finetuned-chemprot-seed-4-2000k,0,1
diegozs97/finetuned-chemprot-seed-4-200k,0,1
diegozs97/finetuned-chemprot-seed-4-20k,0,1
diegozs97/finetuned-chemprot-seed-4-400k,0,1
diegozs97/finetuned-chemprot-seed-4-60k,0,1
diegozs97/finetuned-chemprot-seed-4-700k,0,1
diegozs97/finetuned-sciie-seed-0-0k,0,1
diegozs97/finetuned-sciie-seed-0-1000k,0,1
diegozs97/finetuned-sciie-seed-0-100k,0,1
diegozs97/finetuned-sciie-seed-0-1500k,0,1
diegozs97/finetuned-sciie-seed-0-1800k,0,1
diegozs97/finetuned-sciie-seed-0-2000k,0,1
diegozs97/finetuned-sciie-seed-0-200k,0,1
diegozs97/finetuned-sciie-seed-0-20k,0,0
diegozs97/finetuned-sciie-seed-0-400k,0,1
diegozs97/finetuned-sciie-seed-0-60k,0,1
diegozs97/finetuned-sciie-seed-0-700k,0,1
diegozs97/finetuned-sciie-seed-1-0k,0,1
diegozs97/finetuned-sciie-seed-1-1000k,0,1
diegozs97/finetuned-sciie-seed-1-100k,0,1
diegozs97/finetuned-sciie-seed-1-1500k,0,0
diegozs97/finetuned-sciie-seed-1-1800k,0,1
diegozs97/finetuned-sciie-seed-1-2000k,0,1
diegozs97/finetuned-sciie-seed-1-200k,0,1
diegozs97/finetuned-sciie-seed-1-20k,0,1
diegozs97/finetuned-sciie-seed-1-400k,0,1
diegozs97/finetuned-sciie-seed-1-60k,0,2
diegozs97/finetuned-sciie-seed-1-700k,0,1
diegozs97/finetuned-sciie-seed-2-0k,0,1
diegozs97/finetuned-sciie-seed-2-1000k,0,1
diegozs97/finetuned-sciie-seed-2-100k,0,1
diegozs97/finetuned-sciie-seed-2-1500k,0,1
diegozs97/finetuned-sciie-seed-2-1800k,0,1
diegozs97/finetuned-sciie-seed-2-2000k,0,1
diegozs97/finetuned-sciie-seed-2-200k,0,1
diegozs97/finetuned-sciie-seed-2-20k,0,1
diegozs97/finetuned-sciie-seed-2-400k,0,1
diegozs97/finetuned-sciie-seed-2-60k,0,1
diegozs97/finetuned-sciie-seed-2-700k,0,1
diegozs97/finetuned-sciie-seed-3-0k,0,1
diegozs97/finetuned-sciie-seed-3-1000k,0,1
diegozs97/finetuned-sciie-seed-3-100k,0,1
diegozs97/finetuned-sciie-seed-3-1500k,0,1
diegozs97/finetuned-sciie-seed-3-1800k,0,1
diegozs97/finetuned-sciie-seed-3-2000k,0,1
diegozs97/finetuned-sciie-seed-3-200k,0,1
diegozs97/finetuned-sciie-seed-3-20k,0,3
diegozs97/finetuned-sciie-seed-3-400k,0,1
diegozs97/finetuned-sciie-seed-3-60k,0,1
diegozs97/finetuned-sciie-seed-3-700k,0,1
diegozs97/finetuned-sciie-seed-4-0k,0,1
diegozs97/finetuned-sciie-seed-4-1000k,0,1
diegozs97/finetuned-sciie-seed-4-100k,0,1
diegozs97/finetuned-sciie-seed-4-1500k,0,0
diegozs97/finetuned-sciie-seed-4-1800k,0,1
diegozs97/finetuned-sciie-seed-4-2000k,0,1
diegozs97/finetuned-sciie-seed-4-200k,0,1
diegozs97/finetuned-sciie-seed-4-20k,0,1
diegozs97/finetuned-sciie-seed-4-400k,0,1
diegozs97/finetuned-sciie-seed-4-60k,0,1
diegozs97/finetuned-sciie-seed-4-700k,0,1
digit82/dialog-sbert-base,0,1
diwank/dyda-deberta-pair,0,28
dkhara/bert-news,0,1
dkleczek/Polish-Hate-Speech-Detection-Herbert-Large,0,8
dmiller1/distilbert-base-uncased-finetuned-emotion,0,2
dpalominop/spanish-bert-apoyo,0,1
ds198799/autonlp-predict_ROI_1-29797722,0,0
ds198799/autonlp-predict_ROI_1-29797730,0,1
dtam/autonlp-covid-fake-news-36839110,0,2
dweb/deberta-base-CoLA,0,3
echarlaix/bert-base-uncased-qqp-f87.8-d36-hybrid,0,1
echarlaix/bert-base-uncased-sst2-acc91.1-d37-hybrid,0,9
echarlaix/bert-base-uncased-sst2-static-quant-test,0,1
echarlaix/bert-large-uncased-whole-word-masking-finetuned-sst-2,0,4
echarlaix/distilbert-base-uncased-sst2-magnitude-pruning-test,0,4
edbeeching/test-trainer-to-hub,0,2
edmihranyan/roberta_large_classifier,0,2
edwardgowsmith/bert-base-cased-best,0,1
edwardgowsmith/en-finegrained-zero-shot,0,2
edwardgowsmith/pt-finegrained-few-shot,0,0
edwardgowsmith/pt-finegrained-one-shot,0,1
edwardgowsmith/pt-finegrained-zero-shot,0,1
edwardgowsmith/xlnet-base-cased-best,0,3
edwardgowsmith/xlnet-base-cased-train-from-dev-and-test-best,0,1
edwardgowsmith/xlnet-base-cased-train-from-dev-and-test-short-best,0,2
edwardgowsmith/xlnet-base-cased-train-from-dev-best,0,2
edwardgowsmith/xlnet-base-cased-train-from-dev-short-best,0,1
ehddnr301/bert-base-ehddnr-ynat,0,1
ehdwns1516/klue-roberta-base_sae,0,14
eliza-dukim/bert-base-finetuned-sts-deprecated,0,6
eliza-dukim/bert-base-finetuned-sts,0,3
eliza-dukim/bert-base-finetuned-ynat,0,1
eliza-dukim/para-kqc-sim,0,1
eliza-dukim/roberta-large-second,0,1
elozano/bert-base-cased-fake-news,0,2
emekaboris/autonlp-new_tx-607517182,0,1
emekaboris/autonlp-txc-17923124,0,1
emekaboris/autonlp-txc-17923129,0,1
emfa/danish-bert-botxo-danish-finetuned-hatespeech,0,1
emfa/danish-roberta-botxo-danish-finetuned-hatespeech,0,0
emfa/l-lectra-danish-finetuned-hatespeech,0,2
emrecan/bert-base-multilingual-cased-multinli_tr,0,14
emrecan/bert-base-multilingual-cased-snli_tr,0,8
emrecan/bert-base-turkish-cased-multinli_tr,0,36
emrecan/bert-base-turkish-cased-snli_tr,0,12
emrecan/convbert-base-turkish-mc4-cased-multinli_tr,0,8
emrecan/convbert-base-turkish-mc4-cased-snli_tr,0,7
emrecan/distilbert-base-turkish-cased-multinli_tr,0,10
emrecan/distilbert-base-turkish-cased-snli_tr,0,8
enelpol/poleval2021-task2,0,1
enod/esg-bert,0,1
erica/krm_sa2,0,1
erica/krm_sa3,0,1
espejelomar/BETO_Clasificar_Tweets_Mexicano,0,0
evandrodiniz/autonlp-api-boamente-417310788,0,3
evandrodiniz/autonlp-api-boamente-417310793,0,2
ewriji/heil-A.412C-classification,0,2
fabriceyhc/bert-base-uncased-ag_news,0,11
fabriceyhc/bert-base-uncased-dbpedia_14,0,9
fabriceyhc/bert-base-uncased-yelp_polarity,0,2
fadhilarkan/distilbert-base-uncased-finetuned-cola-3,0,1
fadhilarkan/distilbert-base-uncased-finetuned-cola-4,0,1
fadhilarkan/distilbert-base-uncased-finetuned-cola,0,1
federicopascual/distilbert-base-uncased-finetuned-cola,0,5
federicopascual/finetune-sentiment-analysis-model-3000-samples,0,16
federicopascual/finetuning-sentiment-analysis-model-3000-samples,0,10
finiteautomata/bert-contextualized-hate-speech-es,0,10
finiteautomata/bert-non-contextualized-hate-speech-es,0,11
finiteautomata/beto-headlines-sentiment-analysis,0,14
fjluque/roberta-base-bne-finetuned-amazon_reviews_multi,0,3
flax-community/bert-swahili-news-classification,0,2
flax-community/roberta-swahili-news-classification,0,4
foundkim/topic_classifier,0,2
frahman/distilbert-base-uncased-distilled-clinc,0,3
frahman/distilbert-base-uncased-finetuned-clinc,0,2
frahman/distilbert-base-uncased-finetuned-emotion,0,1
fznmhmmd/distilbert-base-uncased-finetuned-cola,0,3
gagandeepkundi/latam-question-quality,0,1
gargam/roberta-base-crest,0,1
garynguyen1174/disaster_tweet_bert,0,1
gauravtripathy/distilbert-base-uncased-finetuned-cola,0,2
gbade786/distilbert-base-uncased-finetuned-emotion,0,2
gchhablani/bert-base-cased-finetuned-cola,0,54
gchhablani/bert-base-cased-finetuned-mrpc,0,4
gchhablani/bert-base-cased-finetuned-qqp,0,731
gchhablani/bert-base-cased-finetuned-rte,0,4
gchhablani/bert-base-cased-finetuned-sst2,0,537
gchhablani/bert-base-cased-finetuned-wnli,0,3
gchhablani/bert-large-cased-finetuned-cola,0,2
gchhablani/bert-large-cased-finetuned-rte,0,4
gchhablani/fnet-base-finetuned-cola,0,5
gchhablani/fnet-base-finetuned-mrpc,0,2
gchhablani/fnet-base-finetuned-qqp,0,2
gchhablani/fnet-base-finetuned-rte,0,3
gchhablani/fnet-base-finetuned-stsb,0,2
gchhablani/fnet-base-finetuned-wnli,0,3
gchhablani/fnet-large-finetuned-cola-copy,0,6
gchhablani/fnet-large-finetuned-cola-copy2,0,2
gchhablani/fnet-large-finetuned-cola-copy3,0,2
gchhablani/fnet-large-finetuned-cola-copy4,0,11
gchhablani/fnet-large-finetuned-cola-copy5,0,5
gchhablani/fnet-large-finetuned-cola,0,3
gchhablani/fnet-large-finetuned-mnli,0,1
gchhablani/fnet-large-finetuned-mrpc,0,3
gchhablani/fnet-large-finetuned-qqp,0,2
gchhablani/fnet-large-finetuned-rte,0,1
gchhablani/fnet-large-finetuned-sst2,0,3
gchhablani/fnet-large-finetuned-wnli,0,2
ghazikhanihamed/A-TCDB-BERT-C,0,1
ghazikhanihamed/MembraneBERT,0,1
ghazikhanihamed/TCDB-BERT-C,0,1
ghazikhanihamed/IonchannelBERT,0,1
ghazikhanihamed/TooT-BERT-M,0,1
ghazikhanihamed/TransporterBERT,0,2
gmihaila/distilbert-base-uncased,0,1
google/tapas-medium-finetuned-tabfact,0,23
google/tapas-mini-finetuned-tabfact,0,24
google/tapas-small-finetuned-tabfact,0,20
google/tapas-tiny-finetuned-tabfact,0,20
groovychoons/biasmodel,0,1
gurkan08/turkish-product-comment-sentiment-classification,0,3
gwangjogong/quora-insincere-electra-small,0,1
hackertec/roberta-base-bne-finetuned-amazon_reviews_multi-taller,0,1
hackertec/roberta-base-bne-finetuned-amazon_reviews_multi,0,1
haji2438/test_Com_bertweet_fine_tuned,0,1
haji2438/test_sin,0,1
haji2438/test_sin_bertweet_fine_tuned,0,1
hanseokhyeon/bert-11street,0,1
hanseokhyeon/bert-badword-base,0,1
hanseokhyeon/bert-badword-large,0,1
hanseokhyeon/bert-badword-puri-000,0,1
hanseokhyeon/bert-badword-puri-1200-base,0,1
hanseokhyeon/bert-badword-puri-2400,0,1
hanseokhyeon/bert-badword-puri,0,3
hanseokhyeon/bert-badword,0,2
